,Keyword,Job_title,Company,City,State,Mean_Salary,Remote,Rent Q4 2024,Vacancy Q4 2024,Median Monthly Rent,Electricity Price (cents per kWh),Internet Speed (Mbps),Average internet monthly payment,Annual Commute Cost,Remote Salary (Annual),In-Office Salary (Annual),Remote Work Expenses,In-Office Expenses,Total In-office salary,Total Remote salary
329,IT project manager,"IT Senior Project Manager-CGS Administrators, LLC (Nashville, TN)",CGS Administrators,Nashville,Tennessee,77000.0,0,31.4,17.5%,,,,,5088.14,77000.0,77000.0,,61608.14,138608.14,
330,IT project manager,Sr. Project Manager (IL ONLY) - REMOTE,Molina Healthcare,Downers Grove,Illinois,103000.0,0,,,,,,,,103000.0,103000.0,,,,
331,IT project manager,Senior Exercise Project Manager,Corner Alliance,Remote,,135000.0,1,,,,,,,,135000.0,135000.0,,,,
332,IT project manager,"Senior Project Manager, Implementation",CDK Global,Houston,Texas,91000.0,0,30.2,24.5%,,,,,5245.46,91000.0,91000.0,,59605.46,150605.46,
333,IT project manager,Sr Principal Project Management,Mr. Cooper,Dallas,Texas,164000.0,0,,,,,,,5360.48,164000.0,164000.0,,,,
334,IT project manager,Principal IS Project Manager,Providence,Texas,,,0,,,,,,,,,,,,,
335,IT project manager,"Senior Program Manager, Hardware",Fortune Brands,Deerfield,Illinois,140000.0,0,,,,,,,,140000.0,140000.0,,,,
336,IT project manager,Task Lead/ Project Manager,General Dynamics Information Technology,Washington,,175000.0,0,41.4,18.5%,,,,,,175000.0,175000.0,,,,
337,IT project manager,Senior Implementation Manager,Intus Care,Remote,,125000.0,1,,,,,,,,125000.0,125000.0,,,,
338,IT project manager,Deputy Program Manager,Sky Solutions,Remote,,115000.0,1,,,,,,,,115000.0,115000.0,,,,
339,IT project manager,Senior Information Systems Manager,"Unifin, Inc",Remote,,127500.0,1,,,,,,,,127500.0,127500.0,,,,
340,IT project manager,Senior Principal Technical Program Manager,ServiceNow,San Diego,California,294500.0,0,43.3,18.8%,,,,,6210.03,294500.0,294500.0,,84150.03,378650.03,
341,IT project manager,"Project Manager II, Enterprise PMO",AAA Club Alliance,Wilmington,Delaware,115500.0,0,,,"$1,150.00",15.73,469.7,80.66,,115500.0,115500.0,2666.7599999999998,,,118166.76
342,IT project manager,Project Manager/Task Lead,AMERICAN SYSTEMS,Washington,,142500.0,0,41.4,18.5%,,,,,,142500.0,142500.0,,,,
343,IT project manager,Sr. IT Project Manager (Application Portfolio Management),"CF Industries Holdings, Inc.",Northbrook,Illinois,115500.0,0,,,,,,,,115500.0,115500.0,,,,
344,IT project manager,IT Project Coordinator & Availability Manager,White Plains Hospital,White Plains,New York,87000.0,0,31.7,20.7%,,,,,,87000.0,87000.0,,,,
345,IT project manager,Sr. Technical Program Manager,Omnicell,Austin,Texas,139500.0,0,45.7,27.9%,,,,,6365.46,139500.0,139500.0,,88625.46,228125.46000000002,
346,IT project manager,"Scrum Master, Project Manager",Alpha Omega Integration,Virginia,,99500.0,0,,,,,,,,99500.0,99500.0,,,,
347,IT project manager,Technical Scrum Master/Project Manager,Creative Global Consulting,Washington,,,0,41.4,18.5%,,,,,,,,,,,
348,IT project manager,"Senior Project Manager, Legal",Uber,San Francisco,California,130500.0,0,70.6,28.8%,,,,,12650.66,130500.0,130500.0,,139730.66,270230.66000000003,
349,IT project manager,Senior IT Project Manager,Kenco Management Services LLC,Chattanooga,Tennessee,100000.0,0,,,,,,,3677.76,100000.0,100000.0,,,,
350,IT project manager,Customer Experience Program Manager II,Microsoft,Redmond,Washington,153500.0,0,,,,,,,,153500.0,153500.0,,,,
351,IT project manager,"IT Project Manager (On-Site 3 Days/Week in Columbia, SC)",SYSTEMTEC,Columbia,South Carolina,54500.0,0,,,$918.00,14.21,373.4,74.17,,54500.0,54500.0,2424.7200000000003,,,56924.72
352,IT project manager,Senior Java Software Engineer / Scrum Master (Onsite),Raytheon,Richardson,Texas,123000.0,0,,,,,,,,123000.0,123000.0,,,,
353,IT project manager,"Sr. Manager, Implementation",ADP,Alpharetta,Georgia,95500.0,0,,,,,,,,95500.0,95500.0,,,,
354,IT project manager,"Technical Program Manager II, Application Security",Amazon.com Services LLC,Austin,Texas,120500.0,0,45.7,27.9%,,,,,6365.46,120500.0,120500.0,,88625.46,209125.46000000002,
355,IT project manager,"Technical Program Manager II, Infrastructure Resource Management, YouTube",YouTube,San Bruno,California,150000.0,0,,,,,,,,150000.0,150000.0,,,,
356,IT project manager,Senior Technical Program Manager - Business Operations Systems,Procore Technologies,Austin,Texas,200500.0,0,45.7,27.9%,,,,,6365.46,200500.0,200500.0,,88625.46,289125.46,
357,IT project manager,PMO Project Manager - Level 2,Cintas,Mason,Ohio,82500.0,0,,,,,,,,82500.0,82500.0,,,,
358,IT project manager,ERP/Application Senior Project Manager/Scrum Master,Arconic,Norcross,Georgia,110000.0,0,,,,,,,,110000.0,110000.0,,,,
359,IT project manager,Information Technology (IT) Project Management & Application Development Manager,Crystal Stairs,Los Angeles,California,109000.0,0,42.4,16.0%,,,,,6877.72,109000.0,109000.0,,83197.72,192197.72,
360,IT project manager,AR/VR Technical Project/Program Manager IV - (E4),Applied Materials,Austin,Texas,142500.0,0,45.7,27.9%,,,,,6365.46,142500.0,142500.0,,88625.46,231125.46000000002,
361,IT project manager,Associate Project Manager,Dow Development Laboratories,Petaluma,California,58000.0,0,,,,,,,,58000.0,58000.0,,,,
362,IT project manager,"Sr Program Manager, Inbound Integration - Hybrid - Seattle",Nordstrom Inc,Seattle,Washington,132500.0,0,36.2,26.3%,,,,,10361.54,132500.0,132500.0,,75521.54000000001,208021.54,
363,IT project manager,Project Manager II,EagleBank,Silver Spring,Maryland,111000.0,0,,,"$1,415.00",17.6,506.7,75.44,,111000.0,111000.0,2806.08,,,113806.08
364,IT project manager,Senior Staff Technical Program Manager,Ford Motor Company,Irvine,California,155500.0,0,,,,,,,9010.54,155500.0,155500.0,,,,
365,IT project manager,"Sr. Technical Program Manager, PMO",Amazon.com Services LLC,Sunnyvale,California,182500.0,0,,,,,,,10354.08,182500.0,182500.0,,,,
366,IT project manager,Senior Technology Project & Program Manager,Wolters Kluwer,Philadelphia,Pennsylvania,137500.0,0,30.8,19.4%,$958.00,17.02,430.8,84.33,6843.04,137500.0,137500.0,2850.12,62283.04,199783.04,140350.12
367,IT project manager,IT Project Manager in office and then hybrid 3 days/wk,Waypoint Talent,Dallas,Texas,112500.0,0,,,,,,,5360.48,112500.0,112500.0,,,,
368,IT project manager,"Manufacturing Technical Program Manager, Site Lead",Tesla,Austin,Texas,121000.0,0,45.7,27.9%,,,,,6365.46,121000.0,121000.0,,88625.46,209625.46000000002,
369,IT project manager,"Manager, Technical Infrastructure Program Manager, Global Programs & PMO (Project Management Office)","Amazon Data Services, Inc.",Herndon,Virginia,201000.0,0,,,"$1,257.00",13.97,505.6,86.7,,201000.0,201000.0,2549.16,,,203549.16
370,IT project manager,Senior Principal Electronics Engineer - Mission Systems Technical Project Manager,Northrop Grumman,San Diego,California,166500.0,0,43.3,18.8%,,,,,6210.03,166500.0,166500.0,,84150.03,250650.03,
371,IT project manager,"Project Manager IV, Integration Management Office",Sutter Health,Sacramento,California,,0,23.8,20.4%,,,,,5912.24,,,,48752.24,,
372,IT project manager,Technical Project Manager III - Financial Sector,JPMorganChase,Houston,Texas,82000.0,0,30.2,24.5%,,,,,5245.46,82000.0,82000.0,,59605.46,141605.46,
373,IT project manager,Senior Technical Project Manager,Global Healthcare IT,Remote,,,1,,,,,,,,,,,,,
374,IT project manager,IT Project Manager Sr,"J. Paul Getty Trust, The",Los Angeles,California,131500.0,0,42.4,16.0%,,,,,6877.72,131500.0,131500.0,,83197.72,214697.72,
375,IT project manager,Senior Technical Program Manager,Sallie Mae,Newark,Delaware,138500.0,0,,,"$1,150.00",15.73,469.7,80.66,,138500.0,138500.0,2666.7599999999998,,,141166.76
376,IT project manager,Senior Delivery Manager (Hybrid),Bright Horizons Family Solutions,Newton,Massachusetts,108000.0,0,,,"$1,336.00",29.25,401.2,93.6,,108000.0,108000.0,4282.2,,,112282.2
377,IT project manager,Senior Project Manager - Technical,"Red Hat, Inc.",Boston,Massachusetts,169500.0,0,53.3,17.0%,"$1,336.00",29.25,401.2,93.6,8589.18,169500.0,169500.0,4282.2,104529.18,274029.18,173782.2
378,IT project manager,Sr. IT Program Manager Pharma Manufacturing,PM Solutions / PM College,Remote,,,1,,,,,,,,,,,,,
379,IT project manager,Senior Project Manager - Healthcare - Digital Velocity,CDW,Remote,,117000.0,1,,,,,,,,117000.0,117000.0,,,,
380,IT project manager,Senior Technology Project Manager (Vacancy),City of Columbus,Columbus,Ohio,,0,21.7,15.5%,,,,,4562.82,,,,43622.82,,
381,IT project manager,IT Project Manager III,Community Transit,Everett,Washington,124000.0,0,,,,,,,,124000.0,124000.0,,,,
382,IT project manager,Sr Technical Program Manager (InfoSec) - Santa Clara - HQ,Palo Alto Networks,Santa Clara,California,210500.0,0,,,,,,,,210500.0,210500.0,,,,
383,IT project manager,Lead Technology Program Manager - Returnship,CDK Global,United States,,132500.0,0,,,,,,,,132500.0,132500.0,,,,
384,IT project manager,Technology Lead (Project Coordinator),"Information Technology Services, Office of",Albany,New York,114000.0,0,19.1,13.9%,,,,,,114000.0,114000.0,,,,
385,IT project manager,Principal Technical Program Manager,Adobe,Lehi,Utah,206500.0,0,,,"$1,090.00",10.99,314.1,69.01,,206500.0,206500.0,2015.0400000000002,,,208515.04
386,IT project manager,Sr Program Manager I,"Akima, LLC",Washington,,174500.0,0,41.4,18.5%,,,,,,174500.0,174500.0,,,,
387,IT project manager,Program Manager/ Scrum Master,MUNICIPAL SECURITIES RULEMAKING BOARD,Washington,,101500.0,0,41.4,18.5%,,,,,,101500.0,101500.0,,,,
388,IT project manager,Sr. IT Project/Program Manager,Rivian and VW Group Technology,Palo Alto,California,194500.0,0,,,,,,,,194500.0,194500.0,,,,
389,IT project manager,Project Manager III,Tinker Federal Credit Union,Oklahoma City,Oklahoma,102000.0,0,18.9,15.0%,$818.00,11.3,351.0,81.27,4392.38,102000.0,102000.0,2195.6400000000003,38412.38,140412.38,104195.64
390,IT project manager,"Senior Program Manager, GTM & CLM, IT PMO",Snowflake,Dublin,California,156000.0,0,,,,,,,,156000.0,156000.0,,,,
391,IT project manager,IT Project Manager II,FlexIT Inc,Portland,Oregon,89000.0,0,27.9,21.8%,"$1,173.00",14.23,316.9,72.27,6557.06,89000.0,89000.0,2404.08,56777.06,145777.06,91404.08
392,IT project manager,Senior IT Project Manager,Great Minds,Washington,,93000.0,0,41.4,18.5%,,,,,,93000.0,93000.0,,,,
393,IT project manager,"Cyber Security Engineer, Principal/PM",ManTech,Chantilly,Virginia,150000.0,0,,,"$1,257.00",13.97,505.6,86.7,,150000.0,150000.0,2549.16,,,152549.16
394,IT project manager,Senior Project Manager,Itexpertus,Remote,,150000.0,1,,,,,,,,150000.0,150000.0,,,,
395,IT project manager,Principal Program Manager,Adobe,California,,214500.0,0,,,,,,,,214500.0,214500.0,,,,
396,IT project manager,Senior Program Manager,Microsoft,Redmond,Washington,183500.0,0,,,,,,,,183500.0,183500.0,,,,
397,IT project manager,Staff Program Manager,Michaels Stores,Irving,Texas,148000.0,0,,,,,,,5115.9,148000.0,148000.0,,,,
398,IT project manager,Project Manager II,Cherokee Federal,Washington,,110000.0,0,41.4,18.5%,,,,,,110000.0,110000.0,,,,
399,IT project manager,"Project Manager, Deputy",Kapsch TrafficCom USA Inc.,Austin,Texas,111500.0,0,45.7,27.9%,,,,,6365.46,111500.0,111500.0,,88625.46,200125.46000000002,
400,IT project manager,GenAI Senior Program Manager,Adobe,San Jose,California,176000.0,0,,,,,,,8394.62,176000.0,176000.0,,,,
401,IT project manager,Project Manager II (M),SimIS Inc.,Remote,,145000.0,1,,,,,,,,145000.0,145000.0,,,,
402,IT project manager,Senior Technology Project Manager (Vacancy),City of Columbus,Columbus,Ohio,,0,21.7,15.5%,,,,,4562.82,,,,43622.82,,
403,IT project manager,Project Manager III,Astreya Partners,Fremont,California,101000.0,0,,,,,,,12048.32,101000.0,101000.0,,,,
404,IT project manager,Sr. Program Manager,Synergy BIS,Remote,,162500.0,1,,,,,,,,162500.0,162500.0,,,,
405,IT project manager,Sr Project Manager,Advantage Solutions,Chicago,Illinois,101000.0,0,27.3,18.8%,,,,,8319.68,101000.0,101000.0,,57459.68,158459.68,
406,IT project manager,Senior Project Manager,CPMC LLC,Washington,,127000.0,0,41.4,18.5%,,,,,,127000.0,127000.0,,,,
407,IT project manager,Sr Project Manager,Lennar,Bentonville,Arkansas,106500.0,0,,,$760.00,11.89,230.4,80.01,,106500.0,106500.0,2244.24,,,108744.24
408,IT project manager,Senior Project Manager,Babson College,Wellesley,Massachusetts,116500.0,0,,,"$1,336.00",29.25,401.2,93.6,,116500.0,116500.0,4282.2,,,120782.2
409,IT project manager,"Senior Associate Project Manager, Creative Operations",DraftKings,Boston,Massachusetts,81000.0,0,53.3,17.0%,"$1,336.00",29.25,401.2,93.6,8589.18,81000.0,81000.0,4282.2,104529.18,185529.18,85282.2
410,IT project manager,"Sr. Program Manager, Digital Transformation Services",Waymo,Mountain View,California,164500.0,0,,,,,,,,164500.0,164500.0,,,,
411,IT project manager,Staff Project Manager,Johnson & Johnson,Cincinnati,Ohio,135000.0,0,,,,,,,4560.93,135000.0,135000.0,,,,
412,IT project manager,10780 - Project Manager II,Hyundai Autoever America,Fountain Valley,California,111500.0,0,,,,,,,,111500.0,111500.0,,,,
413,IT project manager,Information System Security Officer Support IT Project Manager,gTANGIBLE Corporation,Arlington,Virginia,94000.0,0,,,"$1,257.00",13.97,505.6,86.7,,94000.0,94000.0,2549.16,,,96549.16
414,IT project manager,"Sr. Program Manager (PMO Delivery), Finance Operations (FinOps)",Amazon.com Services LLC,Arlington,Virginia,144500.0,0,,,"$1,257.00",13.97,505.6,86.7,,144500.0,144500.0,2549.16,,,147049.16
415,IT project manager,"Senior Program Manager, IT Financial Operations",Zayo Careers,United States,,109500.0,0,,,,,,,,109500.0,109500.0,,,,
416,IT project manager,Business Integration Projects - Senior IT Project Manager,Brookfield Zoo Chicago,Brookfield,Illinois,112000.0,0,,,,,,,,112000.0,112000.0,,,,
417,IT project manager,Sr. IT Project and Service Delivery Manager - End User Engineering (Hybrid),Arch Capital Group Ltd.,Greensboro,North Carolina,127000.0,0,,,,,,,3570.35,127000.0,127000.0,,,,
418,IT project manager,Sr Project Manager - Enterprise Project Management Office (EPMO),GM Financial,Fort Worth,Texas,99000.0,0,,,,,,,5579.72,99000.0,99000.0,,,,
419,IT project manager,Senior Project Manager,Live Nation,Los Angeles,California,135000.0,0,42.4,16.0%,,,,,6877.72,135000.0,135000.0,,83197.72,218197.72,
420,IT project manager,Senior Project Manager-Infrastructure,Polaris Inc.,Medina,Minnesota,119500.0,0,,,"$1,010.00",14.36,304.2,68.66,,119500.0,119500.0,2374.8,,,121874.8
421,IT project manager,Project Management - Sr TPM,Photon,Jersey City,New Jersey,104000.0,0,,,"$1,368.00",17.69,427.8,82.79,10903.23,104000.0,104000.0,2904.0,,,106904.0
422,IT project manager,IT Project Manager & Application Support Lead,Ethos Laboratories,Newport,Kentucky,94000.0,0,,,$783.00,12.48,261.8,79.56,,94000.0,94000.0,2302.56,,,96302.56
423,IT project manager,Principal Implementation Project Manager,Cognite,Austin,Texas,105000.0,0,45.7,27.9%,,,,,6365.46,105000.0,105000.0,,88625.46,193625.46000000002,
424,IT project manager,Senior IT Project Manager,Stevens Institute of Technology,Hoboken,New Jersey,131000.0,0,,,"$1,368.00",17.69,427.8,82.79,,131000.0,131000.0,2904.0,,,133904.0
425,IT project manager,Senior Technical Platform Owner,Centene,Missouri,,119500.0,0,,,,,,,,119500.0,119500.0,,,,
426,IT project manager,Project Management Lead,Common Securitization Solutions,Bethesda,Maryland,169000.0,0,,,"$1,415.00",17.6,506.7,75.44,,169000.0,169000.0,2806.08,,,171806.08
427,IT project manager,Senior Program Manager,Peraton,Arlington,Virginia,145500.0,0,,,"$1,257.00",13.97,505.6,86.7,,145500.0,145500.0,2549.16,,,148049.16
428,IT project manager,Principal Program Manager,Blue Yonder,Dallas,Texas,150000.0,0,,,,,,,5360.48,150000.0,150000.0,,,,
429,IT project manager,Sr. Project Manager,WestRock,Houston,Texas,108500.0,0,30.2,24.5%,,,,,5245.46,108500.0,108500.0,,59605.46,168105.46,
430,IT project manager,Senior IT Project Manager - Shared Services,SCHWAN'S,Minneapolis-Saint Paul,,139500.0,0,,,,,,,,139500.0,139500.0,,,,
431,IT project manager,Lead Technical Program Manager-Global Technology Transformation,JPMorganChase,Plano,Texas,129500.0,0,,,,,,,7098.23,129500.0,129500.0,,,,
432,IT project manager,"Technical Program Manager II, Infrastructure Resource Management, YouTube",YouTube,Mountain View,California,150000.0,0,,,,,,,,150000.0,150000.0,,,,
433,IT project manager,Senior Project Manager - Onsite,Shellpoint Mortgage Servicing,Coppell,Texas,112000.0,0,,,,,,,,112000.0,112000.0,,,,
434,IT project manager,Senior Project Manager (Onsite),Collins Aerospace,Richardson,Texas,123000.0,0,,,,,,,,123000.0,123000.0,,,,
435,IT project manager,Associate Project Manager,Vertex Education,Chandler,Arizona,63500.0,0,,,"$1,097.00",14.46,396.1,75.34,5756.99,63500.0,63500.0,2465.76,,,65965.76
436,IT project manager,Implementation Project Manager II,ADP,El Paso,Texas,75000.0,0,,,,,,,4118.69,75000.0,75000.0,,,,
437,IT project manager,Senior IT Project Manager - Hybrid,Mode Global,Dallas,Texas,122500.0,0,,,,,,,5360.48,122500.0,122500.0,,,,
438,IT project manager,Sr. EPMO Project Manager,Datasite,Minneapolis,Minnesota,110000.0,0,,,"$1,010.00",14.36,304.2,68.66,5694.89,110000.0,110000.0,2374.8,,,112374.8
439,IT project manager,Lead Project Manager/ Program Manager,NASDAQ,Colonia Juarez,California,114500.0,0,,,,,,,,114500.0,114500.0,,,,
440,IT project manager,"Senior Technical Project Manager, Infrastructure",University of Texas at Austin,Austin,Texas,127500.0,0,45.7,27.9%,,,,,6365.46,127500.0,127500.0,,88625.46,216125.46000000002,
441,IT project manager,Project Manager II,ARGO,Richardson,Texas,100500.0,0,,,,,,,,100500.0,100500.0,,,,
442,IT project manager,Senior Product Owner (Project Manager 2),Commonwealth of Pennsylvania,Harrisburg,Pennsylvania,108500.0,0,20.3,13.5%,$958.00,17.02,430.8,84.33,,108500.0,108500.0,2850.12,,,111350.12
443,IT project manager,Project Manager Senior,WellSpan Health Services,York,Pennsylvania,98500.0,0,,,$958.00,17.02,430.8,84.33,,98500.0,98500.0,2850.12,,,101350.12
444,IT project manager,"Lead Project Manager, HVIP Operations",CALSTART,Remote,,91000.0,1,,,,,,,,91000.0,91000.0,,,,
445,IT project manager,IT Project Manager III,FlexIT Inc,Portland,Oregon,94000.0,0,27.9,21.8%,"$1,173.00",14.23,316.9,72.27,6557.06,94000.0,94000.0,2404.08,56777.06,150777.06,96404.08
446,IT project manager,Senior IT Project Manager,Jolera Inc.,Buffalo,New York,98000.0,0,,,,,,,4174.42,98000.0,98000.0,,,,
447,IT project manager,Senior Project Manager,The Fay Group,Farmers Branch,Texas,117500.0,0,,,,,,,,117500.0,117500.0,,,,
448,IT project manager,Senior IT Project Manager,Sia,Bellevue,Washington,125500.0,0,,,,,,,,125500.0,125500.0,,,,
449,IT project manager,Scrum Master/Project Manager,Lams Technology LLC,Lawrenceville,Georgia,100000.0,0,,,,,,,,100000.0,100000.0,,,,
450,IT project manager,IT Project Manager (Senior Consultant),Project Outlier,San Diego,California,112500.0,0,43.3,18.8%,,,,,6210.03,112500.0,112500.0,,84150.03,196650.03,
451,IT project manager,Senior Product Owner (Project Manager 2),Commonwealth of PA,Colonial Park,,108500.0,0,,,,,,,,108500.0,108500.0,,,,
452,IT project manager,Senior IT Project Manager,Tamazari,Seattle,Washington,32500.0,0,36.2,26.3%,,,,,10361.54,32500.0,32500.0,,75521.54000000001,108021.54000000001,
453,IT project manager,Sr. IT Project Manager,Konviere Corporation,Kansas City,Missouri,126000.0,0,,,$843.00,11.43,293.4,72.8,4508.63,126000.0,126000.0,2108.04,,,128108.04
454,IT project manager,Agile Project Manager / Scrum Master for UI/UX & Product Teams 673,Protegrity,Connecticut,,166500.0,0,,,,,,,,166500.0,166500.0,,,,
455,IT project manager,PMO Senior Project Manager,Moss,Fort Lauderdale,Florida,97000.0,0,36.0,16.3%,"$1,218.00",15.28,322.3,83.25,5474.08,97000.0,97000.0,2649.24,70274.08,167274.08000000002,99649.24
456,IT project manager,Sr. Global Hospitality Program Manager,Lenovo,Morrisville,North Carolina,102500.0,0,,,,,,,,102500.0,102500.0,,,,
457,IT project manager,"Sr. Project Manager, Enterprise Project",Emory Healthcare,Atlanta,Georgia,,0,33.6,18.9%,,,,,7289.35,,,,67769.35,,
458,IT project manager,Senior IT Project Manager,American College of Surgeons,Chicago,Illinois,125000.0,0,27.3,18.8%,,,,,8319.68,125000.0,125000.0,,57459.68,182459.68,
459,IT project manager,IT Project Manager III,FlexIT Inc,Portland,Oregon,99000.0,0,27.9,21.8%,"$1,173.00",14.23,316.9,72.27,6557.06,99000.0,99000.0,2404.08,56777.06,155777.06,101404.08
460,IT project manager,Sr. Technical Project Manager,Photon,Tampa,Florida,99000.0,0,,,"$1,218.00",15.28,322.3,83.25,5623.94,99000.0,99000.0,2649.24,,,101649.24
461,IT project manager,Senior Project Manager I,Avance Clinical,North Carolina,,132500.0,0,,,,,,,,132500.0,132500.0,,,,
462,IT project manager,Senior Principal Technical Program Manager,Atlassian,Mountain View,California,250000.0,0,,,,,,,,250000.0,250000.0,,,,
463,IT project manager,Sr Project Manager,DAVITA,Denver,Colorado,123500.0,0,31.1,24.7%,,,,,6740.21,123500.0,123500.0,,62720.21,186220.21,
464,IT project manager,Sr. Project Manager,Holland America Line Inc,Miami,Florida,92000.0,0,54.4,15.2%,"$1,218.00",15.28,322.3,83.25,4541.57,92000.0,92000.0,2649.24,102461.57,194461.57,94649.24
465,IT project manager,"Senior Consultant, Project Manager",Infinitive Inc,Vienna,Virginia,105000.0,0,,,"$1,257.00",13.97,505.6,86.7,,105000.0,105000.0,2549.16,,,107549.16
466,IT project manager,Senior Project Manager,Brown & Brown Insurance,Dallas,Texas,104000.0,0,,,,,,,5360.48,104000.0,104000.0,,,,
467,IT project manager,Staff Technical Program Manager,Rivian,Palo Alto,California,188000.0,0,,,,,,,,188000.0,188000.0,,,,
468,IT project manager,"IT Project Manager II, III, or Sr",Basin Electric Power Cooperative,Bismarck,North Dakota,75500.0,0,,,$828.00,10.5,244.3,56.42,,75500.0,75500.0,1811.04,,,77311.04
469,IT project manager,IT Project Manager II,University of Rochester,Brighton,,96500.0,0,,,,,,,,96500.0,96500.0,,,,
470,IT project manager,Senior IT Project Manager,Newport Healthcare,Nashville,Tennessee,112000.0,0,31.4,17.5%,,,,,5088.14,112000.0,112000.0,,61608.14,173608.14,
471,IT project manager,Sr Project Manager,Pilot Company (SSC),Knoxville,Tennessee,105000.0,0,,,,,,,3567.98,105000.0,105000.0,,,,
472,IT project manager,Project Execution Manager,GCyber,Arlington,Virginia,105500.0,0,,,"$1,257.00",13.97,505.6,86.7,,105500.0,105500.0,2549.16,,,108049.16
473,IT project manager,Sr. IT Project Manager,Benesch Law,Chicago,Illinois,162500.0,0,27.3,18.8%,,,,,8319.68,162500.0,162500.0,,57459.68,219959.68,
474,IT project manager,Senior Project Manager,Memorial Health System,Springfield,Illinois,119500.0,0,,,,,,,,119500.0,119500.0,,,,
475,IT project manager,IT Project Management - Senior,Seattle Colleges,Seattle,Washington,114500.0,0,36.2,26.3%,,,,,10361.54,114500.0,114500.0,,75521.54000000001,190021.54,
476,IT project manager,Sr. IT Program Manager,CAI,Houston,Texas,115000.0,0,30.2,24.5%,,,,,5245.46,115000.0,115000.0,,59605.46,174605.46,
477,IT project manager,Senior Medical Device Software Project Manager,"Draeger Medical Systems, Inc.",Andover,Massachusetts,96000.0,0,,,"$1,336.00",29.25,401.2,93.6,,96000.0,96000.0,4282.2,,,100282.2
478,IT project manager,Enterprise Project Manager or Senior,Synovus,Columbus,Georgia,94000.0,0,,,,,,,,94000.0,94000.0,,,,
479,IT project manager,IT Project Manager (IT Project Specialist 3) - Provisional,The City University of New York (CUNY),New York,New York,115000.0,0,,,,,,,10831.74,115000.0,115000.0,,,,
480,IT project manager,"IT Senior Project Manager (Dallas, TX) - Austin Industries",Austin Industries,Dallas,Texas,108500.0,0,,,,,,,5360.48,108500.0,108500.0,,,,
481,IT project manager,Technical Project Manager II,Cross Catholic Outreach,Remote,,77500.0,1,,,,,,,,77500.0,77500.0,,,,
482,IT project manager,Senior IT Program Manager,Astreya Partners,San Carlos,California,133000.0,0,,,,,,,,133000.0,133000.0,,,,
483,IT project manager,Senior Technical Project Manager,WEY Technology Inc.,Washington,,120000.0,0,41.4,18.5%,,,,,,120000.0,120000.0,,,,
484,IT project manager,Technical Project Manager III,"Intercontinental Exchange Holdings, Inc.",Jacksonville,Florida,109000.0,0,22.9,18.1%,"$1,218.00",15.28,322.3,83.25,4540.98,109000.0,109000.0,2649.24,45760.979999999996,154760.97999999998,111649.24
485,IT project manager,"Senior Technical Program Manager, Integration",GFiber,Mountain View,California,194000.0,0,,,,,,,,194000.0,194000.0,,,,
486,IT project manager,Oracle SaaS Sr. Project Manager (M),SimIS Inc.,Remote,,140000.0,1,,,,,,,,140000.0,140000.0,,,,
487,IT project manager,Project Manager II,Point32Health,Canton,Massachusetts,98500.0,0,,,"$1,336.00",29.25,401.2,93.6,,98500.0,98500.0,4282.2,,,102782.2
488,IT project manager,Senior Technical Project Manager,"Iridium Satellite, LLC",Chandler,Arizona,127000.0,0,,,"$1,097.00",14.46,396.1,75.34,5756.99,127000.0,127000.0,2465.76,,,129465.76
489,IT project manager,Senior Project Manager - Technology,Keurig Dr Pepper,Frisco,Texas,126000.0,0,,,,,,,10093.28,126000.0,126000.0,,,,
490,IT project manager,Sr. Project Manager - New York,CulinArt Sector,United States,,110000.0,0,,,,,,,,110000.0,110000.0,,,,
491,IT project manager,"IT Project Manager, Sr.",Watermark Risk Management International,Quantico,Virginia,91000.0,0,,,"$1,257.00",13.97,505.6,86.7,,91000.0,91000.0,2549.16,,,93549.16
492,IT project manager,Senior IT Project Manager,ABA Centers of America,Fort Lauderdale,Florida,122500.0,0,36.0,16.3%,"$1,218.00",15.28,322.3,83.25,5474.08,122500.0,122500.0,2649.24,70274.08,192774.08000000002,125149.24
493,IT project manager,Project Manager II,The University of Pittsburgh,Pittsburgh,Pennsylvania,99500.0,0,27.1,19.3%,$958.00,17.02,430.8,84.33,5205.47,99500.0,99500.0,2850.12,53985.47,153485.47,102350.12
494,IT project manager,Senior Project Manager,Motorola Solutions,Chicago,Illinois,132500.0,0,27.3,18.8%,,,,,8319.68,132500.0,132500.0,,57459.68,189959.68,
495,IT project manager,"Project Manager, Sr",Combined Insurance,Chicago,Illinois,124000.0,0,27.3,18.8%,,,,,8319.68,124000.0,124000.0,,57459.68,181459.68,
496,IT project manager,Senior Project Manager - Technical,"Red Hat, Inc.",Raleigh,North Carolina,147500.0,0,,,,,,,5262.66,147500.0,147500.0,,,,
497,IT project manager,Sr Project Manager,Public Consulting Group,United States,,97500.0,0,,,,,,,,97500.0,97500.0,,,,
498,IT project manager,Staff IT Project Manager,ManTech,Stennis Space Center,Mississippi,116500.0,0,,,,,,,,116500.0,116500.0,,,,
499,IT project manager,Senior Program Manager,Jobility Talents Solution Company,New Jersey,,30000.0,0,,,,,,,,30000.0,30000.0,,,,
500,IT project manager,Sr Program Manager,Connection,Merrimack,New Hampshire,153000.0,0,,,,,,,,153000.0,153000.0,,,,
