,Keyword,Company,Job_title,Location,salary,post_date,Experience,Mean_Salary,Remote,City/County,State,Cleaned_Salary
403,IT project manager,Refresco,Senior SAP Project Manager,"Tampa, FL",$130K - $140K (Employer est.),30d+,Mid-level,135000.0,0,Tampa,FL,135.0
405,IT project manager,First Division Consulting,Program/Project II Manager,"Philadelphia, PA",$76K - $127K (Glassdoor est.),17d,Mid-level,101500.0,0,Philadelphia,PA,101.5
406,IT project manager,NFF Inc,Project Manager 2,"Washington, DC",$110K - $120K (Employer est.),30d+,Mid-level,115000.0,0,Washington,DC,115.0
409,IT project manager,State of Washington Office of the Secretary of State,IT Project Manager Sr/ Specialist,"Olympia, WA",$95K - $127K (Employer est.),7d,Mid-level,111000.0,0,Olympia,WA,111.0
411,IT project manager,CGS Administrators,"IT Senior Project Manager-CGS Administrators, LLC (Nashville, TN)","Nashville, TN",$60K - $94K (Glassdoor est.),24h,Mid-level,77000.0,0,Nashville,TN,77.0
412,IT project manager,Molina Healthcare,Sr. Project Manager (IL ONLY) - REMOTE,"Downers Grove, IL",$70K - $136K (Employer est.),29d,Mid-level,103000.0,0,Downers Grove,IL,103.0
413,IT project manager,Corner Alliance,Senior Exercise Project Manager,Remote,$120K - $150K (Employer est.),23d,Mid-level,135000.0,1,Remote,Unknown,135.0
414,IT project manager,CDK Global,"Senior Project Manager, Implementation","Houston, TX",$82K - $100K (Employer est.),24h,Mid-level,91000.0,0,Houston,TX,91.0
415,IT project manager,Mr. Cooper,Sr Principal Project Management,"Dallas, TX",$136K - $192K (Glassdoor est.),30d+,Mid-level,164000.0,0,Dallas,TX,164.0
416,IT project manager,Providence,Principal IS Project Manager,Texas,$49.05 - $100.26 Per Hour (Employer est.),2d,Mid-level,,0,Texas,Unknown,
418,IT project manager,Fortune Brands,"Senior Program Manager, Hardware","Deerfield, IL",$125K - $155K (Employer est.),29d,Mid-level,140000.0,0,Deerfield,IL,140.0
421,IT project manager,General Dynamics Information Technology,Task Lead/ Project Manager,"Washington, DC",$149K - $201K (Employer est.),8d,Mid-level,175000.0,0,Washington,DC,175.0
422,IT project manager,Intus Care,Senior Implementation Manager,Remote,$120K - $130K (Employer est.),7d,Mid-level,125000.0,1,Remote,Unknown,125.0
424,IT project manager,Sky Solutions,Deputy Program Manager,Remote,$100K - $130K (Employer est.),30d+,Mid-level,115000.0,1,Remote,Unknown,115.0
426,IT project manager,"Unifin, Inc",Senior Information Systems Manager,Remote,$115K - $140K (Employer est.),7d,Mid-level,127500.0,1,Remote,Unknown,127.5
427,IT project manager,ServiceNow,Senior Principal Technical Program Manager,"San Diego, CA",$214K - $375K (Employer est.),24h,Mid-level,294500.0,0,San Diego,CA,294.5
428,IT project manager,AAA Club Alliance,"Project Manager II, Enterprise PMO","Wilmington, DE",$98K - $133K (Glassdoor est.),27d,Mid-level,115500.0,0,Wilmington,DE,115.5
429,IT project manager,AMERICAN SYSTEMS,Project Manager/Task Lead,"Washington, DC",$92K - $193K (Employer est.),6d,Mid-level,142500.0,0,Washington,DC,142.5
430,IT project manager,"CF Industries Holdings, Inc.",Sr. IT Project Manager (Application Portfolio Management),"Northbrook, IL",$96K - $135K (Employer est.),13d,Mid-level,115500.0,0,Northbrook,IL,115.5
432,IT project manager,White Plains Hospital,IT Project Coordinator & Availability Manager,"White Plains, NY",$73K - $101K (Glassdoor est.),30d+,Mid-level,87000.0,0,White Plains,NY,87.0
433,IT project manager,Omnicell,Sr. Technical Program Manager,"Austin, TX",$119K - $160K (Glassdoor est.),15d,Mid-level,139500.0,0,Austin,TX,139.5
434,IT project manager,Alpha Omega Integration,"Scrum Master, Project Manager",Virginia,$90K - $109K (Employer est.),23d,Mid-level,99500.0,0,Virginia,Unknown,99.5
435,IT project manager,Creative Global Consulting,Technical Scrum Master/Project Manager,"Washington, DC",$55.00 - $60.00 Per Hour (Employer est.),18d,Mid-level,,0,Washington,DC,
436,IT project manager,Uber,"Senior Project Manager, Legal","San Francisco, CA",$124K - $137K (Employer est.),24h,Mid-level,130500.0,0,San Francisco,CA,130.5
437,IT project manager,Kenco Management Services LLC,Senior IT Project Manager,"Chattanooga, TN",$81K - $119K (Glassdoor est.),7d,Mid-level,100000.0,0,Chattanooga,TN,100.0
438,IT project manager,Microsoft,Customer Experience Program Manager II,"Redmond, WA",$98K - $209K (Employer est.),30d+,Mid-level,153500.0,0,Redmond,WA,153.5
439,IT project manager,SYSTEMTEC,"IT Project Manager (On-Site 3 Days/Week in Columbia, SC)","Columbia, SC",$54.55 Per Hour (Employer est.),30d+,Mid-level,54500.0,0,Columbia,SC,54.5
440,IT project manager,Raytheon,Senior Java Software Engineer / Scrum Master (Onsite),"Richardson, TX",$82K - $164K (Employer est.),23d,Mid-level,123000.0,0,Richardson,TX,123.0
441,IT project manager,ADP,"Sr. Manager, Implementation","Alpharetta, GA",$79K - $112K (Glassdoor est.),30d+,Mid-level,95500.0,0,Alpharetta,GA,95.5
443,IT project manager,Amazon.com Services LLC,"Technical Program Manager II, Application Security","Austin, TX",$99K - $142K (Glassdoor est.),14d,Mid-level,120500.0,0,Austin,TX,120.5
444,IT project manager,YouTube,"Technical Program Manager II, Infrastructure Resource Management, YouTube","San Bruno, CA",$122K - $178K (Employer est.),8d,Mid-level,150000.0,0,San Bruno,CA,150.0
445,IT project manager,Procore Technologies,Senior Technical Program Manager - Business Operations Systems,"Austin, TX",$169K - $232K (Employer est.),23d,Mid-level,200500.0,0,Austin,TX,200.5
446,IT project manager,Cintas,PMO Project Manager - Level 2,"Mason, OH",$68K - $97K (Glassdoor est.),8d,Mid-level,82500.0,0,Mason,OH,82.5
447,IT project manager,Arconic,ERP/Application Senior Project Manager/Scrum Master,"Norcross, GA",$92K - $128K (Glassdoor est.),3d,Mid-level,110000.0,0,Norcross,GA,110.0
448,IT project manager,Crystal Stairs,Information Technology (IT) Project Management & Application Development Manager,"Los Angeles, CA",$97K - $121K (Employer est.),30d+,Mid-level,109000.0,0,Los Angeles,CA,109.0
449,IT project manager,Applied Materials,AR/VR Technical Project/Program Manager IV - (E4),"Austin, TX",$120K - $165K (Employer est.),30d+,Mid-level,142500.0,0,Austin,TX,142.5
451,IT project manager,Dow Development Laboratories,Associate Project Manager,"Petaluma, CA",$58K (Employer est.),29d,Mid-level,58000.0,0,Petaluma,CA,58.0
452,IT project manager,Nordstrom Inc,"Sr Program Manager, Inbound Integration - Hybrid - Seattle","Seattle, WA",$90K - $175K (Employer est.),14d,Mid-level,132500.0,0,Seattle,WA,132.5
454,IT project manager,EagleBank,Project Manager II,"Silver Spring, MD",$85K - $137K (Employer est.),7d,Mid-level,111000.0,0,Silver Spring,MD,111.0
456,IT project manager,Ford Motor Company,Senior Staff Technical Program Manager,"Irvine, CA",$129K - $182K (Glassdoor est.),30d+,Mid-level,155500.0,0,Irvine,CA,155.5
457,IT project manager,Amazon.com Services LLC,"Sr. Technical Program Manager, PMO","Sunnyvale, CA",$134K - $231K (Employer est.),14d,Mid-level,182500.0,0,Sunnyvale,CA,182.5
458,IT project manager,Wolters Kluwer,Senior Technology Project & Program Manager,"Philadelphia, PA",$115K - $160K (Employer est.),3d,Mid-level,137500.0,0,Philadelphia,PA,137.5
459,IT project manager,Waypoint Talent,IT Project Manager in office and then hybrid 3 days/wk,"Dallas, TX",$100K - $125K (Employer est.),14d,Mid-level,112500.0,0,Dallas,TX,112.5
460,IT project manager,Tesla,"Manufacturing Technical Program Manager, Site Lead","Austin, TX",$95K - $147K (Glassdoor est.),8d,Mid-level,121000.0,0,Austin,TX,121.0
461,IT project manager,"Amazon Data Services, Inc.","Manager, Technical Infrastructure Program Manager, Global Programs & PMO (Project Management Office)","Herndon, VA",$147K - $255K (Employer est.),6d,Mid-level,201000.0,0,Herndon,VA,201.0
462,IT project manager,Northrop Grumman,Senior Principal Electronics Engineer - Mission Systems Technical Project Manager,"San Diego, CA",$133K - $200K (Employer est.),8d,Mid-level,166500.0,0,San Diego,CA,166.5
464,IT project manager,Sutter Health,"Project Manager IV, Integration Management Office","Sacramento, CA",$53.59 - $80.39 Per Hour (Employer est.),9d,Mid-level,,0,Sacramento,CA,
465,IT project manager,JPMorganChase,Technical Project Manager III - Financial Sector,"Houston, TX",$60K - $104K (Glassdoor est.),9d,Mid-level,82000.0,0,Houston,TX,82.0
466,IT project manager,Global Healthcare IT,Senior Technical Project Manager,Remote,$63.42 - $67.91 Per Hour (Employer est.),23d,Mid-level,,1,Remote,Unknown,
467,IT project manager,"J. Paul Getty Trust, The",IT Project Manager Sr,"Los Angeles, CA",$113K - $150K (Employer est.),30d+,Mid-level,131500.0,0,Los Angeles,CA,131.5
468,IT project manager,Sallie Mae,Senior Technical Program Manager,"Newark, DE",$120K - $157K (Glassdoor est.),2d,Mid-level,138500.0,0,Newark,DE,138.5
469,IT project manager,Bright Horizons Family Solutions,Senior Delivery Manager (Hybrid),"Newton, MA",$80K - $136K (Glassdoor est.),7d,Mid-level,108000.0,0,Newton,MA,108.0
470,IT project manager,"Red Hat, Inc.",Senior Project Manager - Technical,"Boston, MA",$128K - $211K (Employer est.),30d+,Mid-level,169500.0,0,Boston,MA,169.5
471,IT project manager,PM Solutions / PM College,Sr. IT Program Manager Pharma Manufacturing,Remote,$75.00 - $80.00 Per Hour (Employer est.),30d+,Mid-level,,1,Remote,Unknown,
472,IT project manager,CDW,Senior Project Manager - Healthcare - Digital Velocity,Remote,$104K - $130K (Employer est.),30d+,Mid-level,117000.0,1,Remote,Unknown,117.0
473,IT project manager,City of Columbus,Senior Technology Project Manager (Vacancy),"Columbus, OH",$52.30 - $78.41 Per Hour (Employer est.),3d,Mid-level,,0,Columbus,OH,
474,IT project manager,Community Transit,IT Project Manager III,"Everett, WA",$99K - $149K (Employer est.),13d,Mid-level,124000.0,0,Everett,WA,124.0
475,IT project manager,Palo Alto Networks,Sr Technical Program Manager (InfoSec) - Santa Clara - HQ,"Santa Clara, CA",$176K - $245K (Glassdoor est.),7d,Mid-level,210500.0,0,Santa Clara,CA,210.5
476,IT project manager,CDK Global,Lead Technology Program Manager - Returnship,United States,$115K - $150K (Employer est.),15d,Mid-level,132500.0,0,United States,Unknown,132.5
477,IT project manager,"Information Technology Services, Office of",Technology Lead (Project Coordinator),"Albany, NY",$101K - $127K (Employer est.),7d,Mid-level,114000.0,0,Albany,NY,114.0
478,IT project manager,Adobe,Principal Technical Program Manager,"Lehi, UT",$143K - $270K (Employer est.),30d+,Mid-level,206500.0,0,Lehi,UT,206.5
479,IT project manager,"Akima, LLC",Sr Program Manager I,"Washington, DC",$151K - $198K (Glassdoor est.),30d+,Mid-level,174500.0,0,Washington,DC,174.5
480,IT project manager,MUNICIPAL SECURITIES RULEMAKING BOARD,Program Manager/ Scrum Master,"Washington, DC",$98K - $105K (Employer est.),30d+,Mid-level,101500.0,0,Washington,DC,101.5
481,IT project manager,Rivian and VW Group Technology,Sr. IT Project/Program Manager,"Palo Alto, CA",$173K - $216K (Employer est.),17d,Mid-level,194500.0,0,Palo Alto,CA,194.5
482,IT project manager,Tinker Federal Credit Union,Project Manager III,"Oklahoma City, OK",$102K (Employer est.),27d,Mid-level,102000.0,0,Oklahoma City,OK,102.0
483,IT project manager,Snowflake,"Senior Program Manager, GTM & CLM, IT PMO","Dublin, CA",$130K - $182K (Glassdoor est.),30d+,Mid-level,156000.0,0,Dublin,CA,156.0
484,IT project manager,FlexIT Inc,IT Project Manager II,"Portland, OR",$74K - $104K (Glassdoor est.),30d+,Mid-level,89000.0,0,Portland,OR,89.0
485,IT project manager,Great Minds,Senior IT Project Manager,"Washington, DC",$87K - $99K (Employer est.),13d,Mid-level,93000.0,0,Washington,DC,93.0
486,IT project manager,ManTech,"Cyber Security Engineer, Principal/PM","Chantilly, VA",$127K - $173K (Glassdoor est.),15d,Mid-level,150000.0,0,Chantilly,VA,150.0
487,IT project manager,Itexpertus,Senior Project Manager,Remote,$150K (Employer est.),24d,Mid-level,150000.0,1,Remote,Unknown,150.0
488,IT project manager,Adobe,Principal Program Manager,California,$159K - $270K (Employer est.),30d+,Mid-level,214500.0,0,California,Unknown,214.5
490,IT project manager,Microsoft,Senior Program Manager,"Redmond, WA",$117K - $250K (Employer est.),10d,Mid-level,183500.0,0,Redmond,WA,183.5
492,IT project manager,Michaels Stores,Staff Program Manager,"Irving, TX",$119K - $177K (Glassdoor est.),24h,Mid-level,148000.0,0,Irving,TX,148.0
493,IT project manager,Cherokee Federal,Project Manager II,"Washington, DC",$94K - $126K (Glassdoor est.),30d+,Mid-level,110000.0,0,Washington,DC,110.0
494,IT project manager,Kapsch TrafficCom USA Inc.,"Project Manager, Deputy","Austin, TX",$90K - $133K (Glassdoor est.),24h,Mid-level,111500.0,0,Austin,TX,111.5
495,IT project manager,Adobe,GenAI Senior Program Manager,"San Jose, CA",$124K - $228K (Employer est.),30d+,Mid-level,176000.0,0,San Jose,CA,176.0
496,IT project manager,SimIS Inc.,Project Manager II (M),Remote,$145K (Employer est.),17d,Mid-level,145000.0,1,Remote,Unknown,145.0
497,IT project manager,City of Columbus,Senior Technology Project Manager (Vacancy),"Columbus, OH",$52.30 - $78.41 Per Hour (Employer est.),24h,Mid-level,,0,Columbus,OH,
498,IT project manager,Astreya Partners,Project Manager III,"Fremont, CA",$76K - $126K (Employer est.),7d,Mid-level,101000.0,0,Fremont,CA,101.0
499,IT project manager,Synergy BIS,Sr. Program Manager,Remote,$145K - $180K (Employer est.),29d,Mid-level,162500.0,1,Remote,Unknown,162.5
500,IT project manager,Advantage Solutions,Sr Project Manager,"Chicago, IL",$83K - $119K (Glassdoor est.),2d,Mid-level,101000.0,0,Chicago,IL,101.0
501,IT project manager,CPMC LLC,Senior Project Manager,"Washington, DC",$107K - $147K (Glassdoor est.),30d+,Mid-level,127000.0,0,Washington,DC,127.0
502,IT project manager,Lennar,Sr Project Manager,"Bentonville, AR",$93K - $120K (Glassdoor est.),22d,Mid-level,106500.0,0,Bentonville,AR,106.5
504,IT project manager,Babson College,Senior Project Manager,"Wellesley, MA",$95K - $138K (Glassdoor est.),30d+,Mid-level,116500.0,0,Wellesley,MA,116.5
505,IT project manager,DraftKings,"Senior Associate Project Manager, Creative Operations","Boston, MA",$72K - $90K (Employer est.),30d+,Mid-level,81000.0,0,Boston,MA,81.0
506,IT project manager,Waymo,"Sr. Program Manager, Digital Transformation Services","Mountain View, CA",$145K - $184K (Employer est.),30d+,Mid-level,164500.0,0,Mountain View,CA,164.5
507,IT project manager,Johnson & Johnson,Staff Project Manager,"Cincinnati, OH",$105K - $165K (Employer est.),30d+,Mid-level,135000.0,0,Cincinnati,OH,135.0
508,IT project manager,Hyundai Autoever America,10780 - Project Manager II,"Fountain Valley, CA",$92K - $131K (Employer est.),24h,Mid-level,111500.0,0,Fountain Valley,CA,111.5
510,IT project manager,gTANGIBLE Corporation,Information System Security Officer Support IT Project Manager,"Arlington, VA",$76K - $112K (Glassdoor est.),30d+,Mid-level,94000.0,0,Arlington,VA,94.0
511,IT project manager,Amazon.com Services LLC,"Sr. Program Manager (PMO Delivery), Finance Operations (FinOps)","Arlington, VA",$104K - $185K (Employer est.),30d+,Mid-level,144500.0,0,Arlington,VA,144.5
512,IT project manager,Zayo Careers,"Senior Program Manager, IT Financial Operations",United States,$99K - $120K (Employer est.),24h,Mid-level,109500.0,0,United States,Unknown,109.5
513,IT project manager,Brookfield Zoo Chicago,Business Integration Projects - Senior IT Project Manager,"Brookfield, IL",$112K (Employer est.),30d+,Mid-level,112000.0,0,Brookfield,IL,112.0
514,IT project manager,Arch Capital Group Ltd.,Sr. IT Project and Service Delivery Manager - End User Engineering (Hybrid),"Greensboro, NC",$101K - $153K (Glassdoor est.),30d+,Mid-level,127000.0,0,Greensboro,NC,127.0
515,IT project manager,GM Financial,Sr Project Manager - Enterprise Project Management Office (EPMO),"Fort Worth, TX",$81K - $117K (Glassdoor est.),30d+,Mid-level,99000.0,0,Fort Worth,TX,99.0
516,IT project manager,Live Nation,Senior Project Manager,"Los Angeles, CA",$120K - $150K (Employer est.),30d+,Mid-level,135000.0,0,Los Angeles,CA,135.0
517,IT project manager,Polaris Inc.,Senior Project Manager-Infrastructure,"Medina, MN",$109K - $130K (Employer est.),7d,Mid-level,119500.0,0,Medina,MN,119.5
519,IT project manager,Photon,Project Management - Sr TPM,"Jersey City, NJ",$46K - $162K (Employer est.),16d,Mid-level,104000.0,0,Jersey City,NJ,104.0
520,IT project manager,Ethos Laboratories,IT Project Manager & Application Support Lead,"Newport, KY",$76K - $112K (Glassdoor est.),22d,Mid-level,94000.0,0,Newport,KY,94.0
521,IT project manager,Cognite,Principal Implementation Project Manager,"Austin, TX",$83K - $127K (Glassdoor est.),15d,Mid-level,105000.0,0,Austin,TX,105.0
523,IT project manager,Stevens Institute of Technology,Senior IT Project Manager,"Hoboken, NJ",$111K - $151K (Glassdoor est.),30d+,Mid-level,131000.0,0,Hoboken,NJ,131.0
525,IT project manager,Centene,Senior Technical Platform Owner,Missouri,$84K - $155K (Employer est.),30d+,Mid-level,119500.0,0,Missouri,Unknown,119.5
526,IT project manager,Common Securitization Solutions,Project Management Lead,"Bethesda, MD",$157K - $181K (Employer est.),21d,Mid-level,169000.0,0,Bethesda,MD,169.0
527,IT project manager,Peraton,Senior Program Manager,"Arlington, VA",$112K - $179K (Employer est.),24h,Mid-level,145500.0,0,Arlington,VA,145.5
528,IT project manager,Blue Yonder,Principal Program Manager,"Dallas, TX",$130K - $170K (Employer est.),7d,Mid-level,150000.0,0,Dallas,TX,150.0
529,IT project manager,WestRock,Sr. Project Manager,"Houston, TX",$89K - $128K (Glassdoor est.),30d+,Mid-level,108500.0,0,Houston,TX,108.5
530,IT project manager,SCHWAN'S,Senior IT Project Manager - Shared Services,Minneapolis-Saint Paul,$105K - $174K (Employer est.),30d+,Mid-level,139500.0,0,Minneapolis-Saint Paul,Unknown,139.5
531,IT project manager,JPMorganChase,Lead Technical Program Manager-Global Technology Transformation,"Plano, TX",$105K - $154K (Glassdoor est.),15d,Mid-level,129500.0,0,Plano,TX,129.5
532,IT project manager,YouTube,"Technical Program Manager II, Infrastructure Resource Management, YouTube","Mountain View, CA",$122K - $178K (Employer est.),8d,Mid-level,150000.0,0,Mountain View,CA,150.0
533,IT project manager,Shellpoint Mortgage Servicing,Senior Project Manager - Onsite,"Coppell, TX",$93K - $131K (Glassdoor est.),30d+,Mid-level,112000.0,0,Coppell,TX,112.0
534,IT project manager,Collins Aerospace,Senior Project Manager (Onsite),"Richardson, TX",$82K - $164K (Employer est.),14d,Mid-level,123000.0,0,Richardson,TX,123.0
535,IT project manager,Vertex Education,Associate Project Manager,"Chandler, AZ",$55K - $72K (Glassdoor est.),30d+,Mid-level,63500.0,0,Chandler,AZ,63.5
536,IT project manager,ADP,Implementation Project Manager II,"El Paso, TX",$61K - $89K (Glassdoor est.),8d,Mid-level,75000.0,0,El Paso,TX,75.0
537,IT project manager,Mode Global,Senior IT Project Manager - Hybrid,"Dallas, TX",$115K - $130K (Employer est.),30d+,Mid-level,122500.0,0,Dallas,TX,122.5
538,IT project manager,Datasite,Sr. EPMO Project Manager,"Minneapolis, MN",$82K - $138K (Employer est.),8d,Mid-level,110000.0,0,Minneapolis,MN,110.0
539,IT project manager,NASDAQ,Lead Project Manager/ Program Manager,"Colonia Juarez, CA",$95K - $134K (Glassdoor est.),30d+,Mid-level,114500.0,0,Colonia Juarez,CA,114.5
540,IT project manager,University of Texas at Austin,"Senior Technical Project Manager, Infrastructure","Austin, TX",$103K - $152K (Glassdoor est.),3d,Mid-level,127500.0,0,Austin,TX,127.5
541,IT project manager,ARGO,Project Manager II,"Richardson, TX",$87K - $114K (Glassdoor est.),30d+,Mid-level,100500.0,0,Richardson,TX,100.5
542,IT project manager,Commonwealth of Pennsylvania,Senior Product Owner (Project Manager 2),"Harrisburg, PA",$86K - $131K (Employer est.),24h,Mid-level,108500.0,0,Harrisburg,PA,108.5
543,IT project manager,WellSpan Health Services,Project Manager Senior,"York, PA",$80K - $117K (Glassdoor est.),30d+,Mid-level,98500.0,0,York,PA,98.5
545,IT project manager,CALSTART,"Lead Project Manager, HVIP Operations",Remote,$85K - $97K (Employer est.),16d,Mid-level,91000.0,1,Remote,Unknown,91.0
548,IT project manager,FlexIT Inc,IT Project Manager III,"Portland, OR",$77K - $111K (Glassdoor est.),30d+,Mid-level,94000.0,0,Portland,OR,94.0
549,IT project manager,Jolera Inc.,Senior IT Project Manager,"Buffalo, NY",$80K - $116K (Glassdoor est.),30d+,Mid-level,98000.0,0,Buffalo,NY,98.0
551,IT project manager,The Fay Group,Senior Project Manager,"Farmers Branch, TX",$110K - $125K (Employer est.),24h,Mid-level,117500.0,0,Farmers Branch,TX,117.5
552,IT project manager,Sia,Senior IT Project Manager,"Bellevue, WA",$122K - $129K (Employer est.),13d,Mid-level,125500.0,0,Bellevue,WA,125.5
553,IT project manager,Lams Technology LLC,Scrum Master/Project Manager,"Lawrenceville, GA",$80K - $120K (Employer est.),8d,Mid-level,100000.0,0,Lawrenceville,GA,100.0
554,IT project manager,Project Outlier,IT Project Manager (Senior Consultant),"San Diego, CA",$100K - $125K (Employer est.),30d+,Mid-level,112500.0,0,San Diego,CA,112.5
555,IT project manager,Commonwealth of PA,Senior Product Owner (Project Manager 2),"Colonial Park, Dauphin, PA",$86K - $131K (Employer est.),24h,Mid-level,108500.0,0,Colonial Park,"Dauphin, PA",108.5
556,IT project manager,Tamazari,Senior IT Project Manager,"Seattle, WA",$65.00 Per Hour (Employer est.),30d+,Mid-level,32500.0,0,Seattle,WA,32.5
557,IT project manager,Konviere Corporation,Sr. IT Project Manager,"Kansas City, MO",$105K - $147K (Glassdoor est.),30d+,Mid-level,126000.0,0,Kansas City,MO,126.0
558,IT project manager,Protegrity,Agile Project Manager / Scrum Master for UI/UX & Product Teams 673,Connecticut,$149K - $184K (Employer est.),10d,Mid-level,166500.0,0,Connecticut,Unknown,166.5
559,IT project manager,Moss,PMO Senior Project Manager,"Fort Lauderdale, FL",$81K - $113K (Glassdoor est.),30d+,Mid-level,97000.0,0,Fort Lauderdale,FL,97.0
560,IT project manager,Lenovo,Sr. Global Hospitality Program Manager,"Morrisville, NC",$90K - $115K (Employer est.),30d+,Mid-level,102500.0,0,Morrisville,NC,102.5
561,IT project manager,Emory Healthcare,"Sr. Project Manager, Enterprise Project","Atlanta, GA",$39.10 - $52.77 Per Hour (Employer est.),10d,Mid-level,,0,Atlanta,GA,
562,IT project manager,American College of Surgeons,Senior IT Project Manager,"Chicago, IL",$115K - $135K (Employer est.),10d,Mid-level,125000.0,0,Chicago,IL,125.0
563,IT project manager,FlexIT Inc,IT Project Manager III,"Portland, OR",$80K - $118K (Glassdoor est.),30d+,Mid-level,99000.0,0,Portland,OR,99.0
564,IT project manager,Photon,Sr. Technical Project Manager,"Tampa, FL",$44K - $154K (Employer est.),9d,Mid-level,99000.0,0,Tampa,FL,99.0
565,IT project manager,Avance Clinical,Senior Project Manager I,North Carolina,$125K - $140K (Employer est.),15d,Mid-level,132500.0,0,North Carolina,Unknown,132.5
567,IT project manager,Atlassian,Senior Principal Technical Program Manager,"Mountain View, CA",$192K - $308K (Employer est.),20d,Mid-level,250000.0,0,Mountain View,CA,250.0
568,IT project manager,DAVITA,Sr Project Manager,"Denver, CO",$100K - $147K (Employer est.),14d,Mid-level,123500.0,0,Denver,CO,123.5
569,IT project manager,Holland America Line Inc,Sr. Project Manager,"Miami, FL",$68K - $116K (Glassdoor est.),16d,Mid-level,92000.0,0,Miami,FL,92.0
570,IT project manager,Infinitive Inc,"Senior Consultant, Project Manager","Vienna, VA",$81K - $129K (Glassdoor est.),8d,Mid-level,105000.0,0,Vienna,VA,105.0
571,IT project manager,Brown & Brown Insurance,Senior Project Manager,"Dallas, TX",$85K - $123K (Glassdoor est.),24d,Mid-level,104000.0,0,Dallas,TX,104.0
572,IT project manager,Rivian,Staff Technical Program Manager,"Palo Alto, CA",$167K - $209K (Employer est.),17d,Mid-level,188000.0,0,Palo Alto,CA,188.0
574,IT project manager,Basin Electric Power Cooperative,"IT Project Manager II, III, or Sr","Bismarck, ND",$62K - $89K (Glassdoor est.),23d,Mid-level,75500.0,0,Bismarck,ND,75.5
575,IT project manager,University of Rochester,IT Project Manager II,"Brighton, Monroe, NY",$77K - $116K (Employer est.),18d,Mid-level,96500.0,0,Brighton,"Monroe, NY",96.5
576,IT project manager,Newport Healthcare,Senior IT Project Manager,"Nashville, TN",$96K - $128K (Glassdoor est.),23d,Mid-level,112000.0,0,Nashville,TN,112.0
577,IT project manager,Pilot Company (SSC),Sr Project Manager,"Knoxville, TN",$88K - $122K (Glassdoor est.),24h,Mid-level,105000.0,0,Knoxville,TN,105.0
578,IT project manager,GCyber,Project Execution Manager,"Arlington, VA",$85K - $126K (Glassdoor est.),8d,Mid-level,105500.0,0,Arlington,VA,105.5
579,IT project manager,Benesch Law,Sr. IT Project Manager,"Chicago, IL",$148K - $177K (Employer est.),8d,Mid-level,162500.0,0,Chicago,IL,162.5
581,IT project manager,Memorial Health System,Senior Project Manager,"Springfield, IL",$98K - $141K (Glassdoor est.),14d,Mid-level,119500.0,0,Springfield,IL,119.5
582,IT project manager,Seattle Colleges,IT Project Management - Senior,"Seattle, WA",$99K - $130K (Employer est.),30d+,Mid-level,114500.0,0,Seattle,WA,114.5
584,IT project manager,CAI,Sr. IT Program Manager,"Houston, TX",$95K - $135K (Glassdoor est.),30d+,Mid-level,115000.0,0,Houston,TX,115.0
585,IT project manager,"Draeger Medical Systems, Inc.",Senior Medical Device Software Project Manager,"Andover, MA",$76K - $116K (Glassdoor est.),28d,Mid-level,96000.0,0,Andover,MA,96.0
586,IT project manager,Synovus,Enterprise Project Manager or Senior,"Columbus, GA",$75K - $113K (Glassdoor est.),24h,Mid-level,94000.0,0,Columbus,GA,94.0
587,IT project manager,The City University of New York (CUNY),IT Project Manager (IT Project Specialist 3) - Provisional,"New York, NY",$105K - $125K (Employer est.),23d,Mid-level,115000.0,0,New York,NY,115.0
588,IT project manager,Austin Industries,"IT Senior Project Manager (Dallas, TX) - Austin Industries","Dallas, TX",$87K - $130K (Glassdoor est.),24h,Mid-level,108500.0,0,Dallas,TX,108.5
589,IT project manager,Cross Catholic Outreach,Technical Project Manager II,Remote,$75K - $80K (Employer est.),29d,Mid-level,77500.0,1,Remote,Unknown,77.5
590,IT project manager,Astreya Partners,Senior IT Program Manager,"San Carlos, CA",$100K - $166K (Employer est.),2d,Mid-level,133000.0,0,San Carlos,CA,133.0
591,IT project manager,WEY Technology Inc.,Senior Technical Project Manager,"Washington, DC",$110K - $130K (Employer est.),2d,Mid-level,120000.0,0,Washington,DC,120.0
592,IT project manager,"Intercontinental Exchange Holdings, Inc.",Technical Project Manager III,"Jacksonville, FL",$91K - $127K (Glassdoor est.),30d+,Mid-level,109000.0,0,Jacksonville,FL,109.0
593,IT project manager,GFiber,"Senior Technical Program Manager, Integration","Mountain View, CA",$185K - $203K (Employer est.),4d,Mid-level,194000.0,0,Mountain View,CA,194.0
594,IT project manager,SimIS Inc.,Oracle SaaS Sr. Project Manager (M),Remote,$140K (Employer est.),17d,Mid-level,140000.0,1,Remote,Unknown,140.0
595,IT project manager,Point32Health,Project Manager II,"Canton, MA",$85K - $112K (Glassdoor est.),30d+,Mid-level,98500.0,0,Canton,MA,98.5
596,IT project manager,"Iridium Satellite, LLC",Senior Technical Project Manager,"Chandler, AZ",$108K - $146K (Glassdoor est.),30d+,Mid-level,127000.0,0,Chandler,AZ,127.0
597,IT project manager,Keurig Dr Pepper,Senior Project Manager - Technology,"Frisco, TX",$107K - $145K (Glassdoor est.),23d,Mid-level,126000.0,0,Frisco,TX,126.0
